is_bad,line
False,2 would that be fun . ||| B-ARGM-MOD B-ARG1 B-V B-ARG2 O
False,2 did you hurt yourself ? ||| O B-ARG0 B-V B-ARG1 O
False,8 you know another thing that we did that was fun ||| O O B-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 B-R-ARG1 B-V B-ARG2
False,0 is he on the swing ? ||| B-V B-ARG1 B-ARG2 I-ARG2 I-ARG2 O
False,6 oh that 's a boat you 're right ? ||| O O O O O B-ARG1 B-V B-ARG2 O
False,1 they made it just right . ||| B-ARG0 B-V B-ARG1 I-ARG1 I-ARG1 O
False,1 okay want me to pitch . ||| B-ARGM-DIS B-V B-ARG1 I-ARG1 I-ARG1 O
False,0 do you have any cookies ? ||| B-V O O O O O
False,3 what do you want to hear . ||| O O B-ARG0 B-V B-ARG1 I-ARG1 O
False,0 did you tell ||| B-V O O
False,7 and talk about the reasons we 're gon na do things one way or the other . ||| O O O O O O O B-V O O O O O O O O O
False,3 okay let 's see here look ? ||| O O B-ARG0 B-V B-ARGM-LOC B-ARGM-DIS O
False,3 you do not know what 's that ? ||| B-ARG0 O B-ARGM-NEG B-V B-ARG1 I-ARG1 I-ARG1 O
False,3 I wish I could keep it ? ||| O O O B-V O O O
False,2 do you think it feels good to have bugs ||| O B-ARG0 B-V B-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1
False,2 oh what happened to you ? ||| O B-ARG1 B-V B-ARG2 I-ARG2 O
False,1 you 're liking . ||| O B-V O O
False,1 never saw anybody eat like that . ||| B-ARGM-NEG B-V B-ARG1 I-ARG1 I-ARG1 I-ARG1 O
False,1 he 's eating ? ||| O B-V O O
False,1 to make matters worse it began to rain in ? ||| O B-V B-ARG1 I-ARG1 O O O O O O
False,1 that 's good . ||| B-ARG1 B-V B-ARG2 O
False,2 we 're missing a trapezoid ? ||| B-ARG0 O B-V B-ARG1 I-ARG1 O
True,3 and then we chug chug stop and play . ||| O O B-ARG0 B-V B-ARG1 O O O O
False,4 okay and then what happened ? ||| O O O B-ARG1 B-V O
False,3 we do n't need that one . ||| B-ARG0 O B-ARGM-NEG B-V B-ARG1 I-ARG1 O
False,1 he put an apple in the plant . ||| B-ARG0 B-V B-ARG1 I-ARG1 B-ARG2 I-ARG2 I-ARG2 O
False,3 can you do do more . ||| B-ARGM-MOD B-ARG0 O B-V B-ARGM-EXT O
False,3 oh he 's gon na have some food ? ||| O O O B-V O O O O O
False,0 do you think you like the glitter ones better ? ||| B-V O O O O O O O O O
False,6 oh there 's your star you were looking for that yesterday . ||| O O O O O O B-V O O O O O
True,4 was she willing to marry [NAME] ? ||| O B-ARG1 O O B-V O O
False,6 I do n't know what she did with it . ||| O O O O B-ARG1 B-ARG0 B-V B-ARG2 I-ARG2 O
False,2 can you say [NAME] . ||| B-ARGM-MOD B-ARG0 B-V B-ARG1 O
False,5 well I guess we 'll find out . ||| O O O B-ARG0 B-ARGM-MOD B-V O O
False,1 they put cones in the road to keep the cars from driving too close to the fire cause the fire 's very hot . ||| B-ARG0 B-V B-ARG1 B-ARG2 I-ARG2 I-ARG2 B-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP I-ARGM-PRP O
False,2 do you want me to read it to you again ? ||| O B-ARG0 B-V B-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 I-ARG1 O
False,2 cause he can cause he can do this . ||| O O B-V O O O O O O
False,1 I bought this sometime later . ||| B-ARG0 B-V B-ARG1 B-ARGM-TMP I-ARGM-TMP O
False,2 no they were n't . ||| O O B-V O O
False,2 time to clean you a little bit more ? ||| B-ARGM-TMP O B-V B-ARG1 B-ARGM-EXT I-ARGM-EXT I-ARGM-EXT I-ARGM-EXT O
False,7 now put that in this hole now push . ||| B-ARGM-DIS O O O O O B-ARGM-TMP B-V O
False,1 hum is it back here . ||| B-ARGM-DIS B-V B-ARG1 B-ARGM-LOC I-ARGM-LOC O
True,3 do you like babysitting ? ||| O B-ARG0 O B-V O
False,0 is that [NAME] ? ||| B-V B-ARG1 B-ARG2 O
False,4 are we gon na go to the supermarket later ? ||| O B-ARG0 O O B-V B-ARG4 I-ARG4 I-ARG4 B-ARGM-TMP O
False,2 yeah [NAME] 's working . ||| O O B-V O O
False,2 are they going back to the store . ||| O B-ARG0 B-V B-ARG4 I-ARG4 I-ARG4 I-ARG4 O
False,1 that is right ? ||| B-ARG1 B-V B-ARG2 O
False,1 down came the rain and washed the spider out . ||| B-ARGM-DIR B-V B-ARG1 I-ARG1 O O O O O O
True,1 I 'll bring you something tonight . ||| B-ARG0 B-V O O O O O
False,2 and it was the longest half an hour ||| B-ARGM-DIS B-ARG1 B-V B-ARG2 I-ARG2 I-ARG2 I-ARG2 I-ARG2
False,2 do n't see any more books . ||| O B-ARGM-NEG B-V B-ARG1 I-ARG1 I-ARG1 O
False,2 nah you get a spanking if you turn it on huh . ||| B-ARGM-DIS B-ARG0 B-V B-ARG1 I-ARG1 B-ARGM-ADV I-ARGM-ADV I-ARGM-ADV I-ARGM-ADV I-ARGM-ADV I-ARGM-ADV O
False,3 well sleepy I do n't really have very much money with me . ||| O O O B-V O O O O O O O O O
False,13 did you hear [NAME] 's got this one book where it says something is awesome ? ||| O O O O O O O O O O O O B-ARG1 B-V B-ARG2 O
False,3 how is she going to go shopping . ||| O O O B-V O O O O
False,6 I think you know what you 're doing ? ||| O O O O O O B-V O O
False,1 what 's over here . ||| B-ARG1 B-V B-ARG2 I-ARG2 O
False,1 what are you got . ||| O B-V O O O
False,1 wanna go back to the car ? ||| O B-V B-ARG4 I-ARG4 I-ARG4 I-ARG4 O
False,2 you can put it down but do n't throw . ||| B-ARG0 B-ARGM-MOD B-V B-ARG1 B-ARG2 O O O O O
False,2 you 're gon na get all the dirt all over the place . ||| O O B-V O O O O O O O O O O
False,1 where 's the bottom ? ||| B-ARG2 B-V B-ARG1 I-ARG1 O
False,2 you can take him there . ||| B-ARG0 B-ARGM-MOD B-V B-ARG1 B-ARG2 O
False,1 you like butter . ||| B-ARG0 B-V B-ARG1 O
False,2 yeh you 're right ? ||| B-ARGM-DIS B-ARG1 B-V B-ARG2 O
False,2 you can fall over you get hurt . ||| B-ARG1 B-ARGM-MOD B-V B-ARGM-DIR O O O O
False,2 ooh ooh sit down Laura . ||| B-ARGM-DIS I-ARGM-DIS B-V O B-ARGM-DIS O
False,4 that 's yucky you 're gon na make germs in the icing ! ||| O O O O B-V O O O O O O O O
False,7 because you can pull them on and pull them off . ||| O B-ARG0 B-ARGM-MOD O O O O B-V B-ARG1 O O
False,0 will it fit ? ||| B-V O O O
True,3 a little turtle named Squirt ? ||| B-ARG1 I-ARG1 I-ARG1 B-V B-ARG2 O
False,3 they do n't have any balloons do they . ||| B-ARG0 O B-ARGM-NEG B-V B-ARG1 I-ARG1 O O O
True,1 [NAME] said [NAME] into the trash bucket ||| O B-V O B-ARGM-DIR I-ARGM-DIR I-ARGM-DIR I-ARGM-DIR
True,1 there 's the cake in the bakery window . ||| O B-V B-ARG1 I-ARG1 B-ARGM-LOC I-ARGM-LOC I-ARGM-LOC I-ARGM-LOC O
False,2 the conductor leads the orchestra by waving his baton . ||| B-ARG0 I-ARG0 B-V B-ARG1 I-ARG1 B-ARGM-MNR I-ARGM-MNR I-ARGM-MNR I-ARGM-MNR O
False,1 I think I can ||| B-ARG0 B-V B-ARG1 I-ARG1
False,1 what does the doggie say . ||| O B-V O O O O
False,3 stethoscope [NAME] was looking for his stethoscope . ||| B-ARG0 I-ARG0 O B-V B-ARG1 I-ARG1 I-ARG1 O
False,0 did you fall down the stairs ? ||| B-V O O O O O O
False,2 you 're sitting on it . ||| B-ARG1 O B-V B-ARG2 I-ARG2 O
False,4 you want me to peel it . ||| O O B-ARG0 O B-V B-ARG1 O
False,3 and so what happened and so we it was so funny we borrowed it from ||| O O B-ARG1 B-V O O O O O O O O O O O
False,1 what does he give you ? ||| O B-V O O O O
False,7 turn it this way and you can see it . ||| O O O O O B-ARG0 B-ARGM-MOD B-V B-ARG1 O
False,3 they loved to play tag and algae in the middle before school started . ||| B-ARG0 O O B-V B-ARG1 I-ARG1 I-ARG1 B-ARGM-LOC I-ARGM-LOC I-ARGM-LOC B-ARGM-TMP I-ARGM-TMP I-ARGM-TMP O
False,2 do you think we can fix it . ||| O B-ARG0 B-V B-ARG1 I-ARG1 I-ARG1 I-ARG1 O
False,3 see what he 's got . ||| O O O B-V O O
False,1 [NAME] did you take this Roger Dodger d_v_d out ? ||| O B-V O O O O O O O O
False,3 oh you 'd like some cauliflower . ||| B-ARGM-DIS B-ARG0 B-ARGM-MOD B-V B-ARG1 I-ARG1 O
False,0 did it take a real long time to get there ? ||| B-V O O O O O O O O O O
